monthly_salary,city,city_living_cost_index,goal_type,goal_cost,timeline_years,income_growth_rate,monthly_living_cost,disposable_income,monthly_investment_required,investment_to_income_ratio,verdict
6634566,Jakarta Utara,3,Education,231264375,18,0.1235,6000000,634566,1070668,1.6872,red
5900777,Makassar,10,Education,97341112,30,0.0918,4200000,1700777,270392,0.159,green
24111287,Jakarta Utara,3,Custom,270001914,29,0.0714,6000000,18111287,3193576,0.1763,green
23309532,Yogyakarta,6,Education,99961815,11,0.0741,4000000,19309532,757286,0.0392,green
5658565,Jakarta Pusat,2,Wedding,80000000,24,0.1314,7500000,0,895861,1.0,red
28003104,Semarang,9,Higher Education,150000000,22,0.0561,3800000,24203104,568182,0.0235,green
6159897,Bali (Denpasar),8,Emergency Fund,39000000,20,0.1,6500000,0,431161,1.0,red
5596785,Bali (Denpasar),8,Emergency Fund,39000000,12,0.0922,6500000,0,486378,1.0,red
14039147,Makassar,10,Emergency Fund,25200000,5,0.0958,4200000,9839147,536038,0.0545,green
28742762,Jakarta Pusat,2,Emergency Fund,45000000,9,0.0317,7500000,21242762,646387,0.0304,green
38255094,Jakarta Pusat,2,Custom,294109623,15,0.0794,7500000,30755094,3396849,0.1104,green
7148333,Jakarta Pusat,2,Property,1368000000,13,0.1108,7500000,0,8769231,1.0,red
45232914,Jakarta Selatan,1,Retirement,2640000000,16,0.0543,8500000,36732914,30014526,0.8171,red
16210010,Jakarta Pusat,2,Wedding,30000000,16,0.0537,7500000,8710010,341074,0.0392,green
15600792,Bali (Denpasar),8,Wedding,80000000,30,0.0542,6500000,9100792,960432,0.1055,green
17258610,Surabaya,5,Custom,301747960,15,0.1181,5500000,11758610,3485069,0.2964,green
6590707,Jakarta Pusat,2,Property,1710000000,8,0.0866,7500000,0,17812500,1.0,red
20051612,Makassar,10,Higher Education,120000000,26,0.0926,4200000,15851612,384615,0.0243,green
6049387,Jakarta Selatan,1,Retirement,684000000,14,0.1291,8500000,0,8061150,1.0,red
18552696,Bandung,4,Education,50561427,25,0.0788,5000000,13552696,168538,0.0124,green
10898683,Bandung,4,Emergency Fund,30000000,22,0.0669,5000000,5898683,332416,0.0564,green
7327267,Jakarta Utara,3,Emergency Fund,36000000,23,0.1228,6000000,1327267,400634,0.3018,yellow
27052425,Surabaya,5,Higher Education,80000000,23,0.0618,5500000,21552425,289855,0.0134,green
5151437,Bandung,4,Custom,409069081,29,0.1269,5000000,151437,4838459,2.0,red
7025015,Yogyakarta,6,Retirement,1188000000,21,0.141,4000000,3025015,13133824,2.0,red
5660971,Surabaya,5,Retirement,1728000000,15,0.1302,5500000,160971,19957711,2.0,red
7272067,Makassar,10,Retirement,1944000000,29,0.1287,4200000,3072067,22993585,2.0,red
7083186,Medan,7,Wedding,30000000,19,0.1388,3500000,3583186,332493,0.0928,green
23945297,Bali (Denpasar),8,Property,792000000,6,0.108,6500000,17445297,11000000,0.6305,red
5315084,Yogyakarta,6,Custom,252695801,11,0.1401,4000000,1315084,3274209,2.0,red
5939071,Bandung,4,Property,630000000,8,0.1457,5000000,939071,6562500,2.0,red
20584378,Yogyakarta,6,Custom,147931391,10,0.0573,4000000,16584378,2008039,0.1211,green
6317688,Medan,7,Custom,412564633,18,0.1441,3500000,2817688,4596694,1.6314,red
6074165,Bali (Denpasar),8,Education,243289937,17,0.1362,6500000,0,1192598,1.0,red
39354830,Semarang,9,Higher Education,150000000,5,0.079,3800000,35554830,2500000,0.0703,green
7306586,Jakarta Pusat,2,Retirement,3960000000,17,0.1156,7500000,0,44492120,1.0,red
53170062,Bandung,4,Education,201356261,27,0.0474,5000000,48170062,621470,0.0129,green
7599024,Jakarta Selatan,1,Retirement,936000000,9,0.0949,8500000,0,13444845,1.0,red
22578492,Jakarta Utara,3,Retirement,648000000,13,0.0567,6000000,16578492,7832696,0.4725,yellow
6417794,Bali (Denpasar),8,Higher Education,120000000,23,0.0888,6500000,0,434783,1.0,red
6093666,Makassar,10,Higher Education,200000000,28,0.0903,4200000,1893666,595238,0.3143,yellow
22438796,Semarang,9,Emergency Fund,22800000,15,0.0788,3800000,18638796,263331,0.0141,green
23689435,Makassar,10,Higher Education,120000000,9,0.0535,4200000,19489435,1111111,0.057,green
6588815,Semarang,9,Education,225525645,22,0.1286,3800000,2788815,854264,0.3063,yellow
20308576,Surabaya,5,Education,260753589,25,0.0813,5500000,14808576,869179,0.0587,green
40117214,Yogyakarta,6,Wedding,80000000,24,0.0662,4000000,36117214,895861,0.0248,green
7746354,Jakarta Utara,3,Education,264866444,19,0.1497,6000000,1746354,1161695,0.6652,red
17531355,Yogyakarta,6,Wedding,80000000,10,0.0918,4000000,13531355,1085930,0.0803,green
5562719,Yogyakarta,6,Retirement,1512000000,14,0.0956,4000000,1562719,17819384,2.0,red
15089931,Medan,7,Education,292396617,28,0.0967,3500000,11589931,870228,0.0751,green
5289762,Bandung,4,Custom,312692639,21,0.09,5000000,289762,3456944,2.0,red
14584961,Bali (Denpasar),8,Wedding,30000000,4,0.1192,6500000,8084961,759691,0.094,green
14068558,Bali (Denpasar),8,Property,2640000000,17,0.0748,6500000,7568558,12941176,1.7099,red
14401353,Bali (Denpasar),8,Property,2640000000,21,0.099,6500000,7901353,10476190,1.3259,red
38388657,Makassar,10,Emergency Fund,25200000,26,0.063,4200000,34188657,287189,0.0084,green
6308808,Jakarta Selatan,1,Education,168364588,18,0.092,8500000,0,779466,1.0,red
11469536,Bali (Denpasar),8,Retirement,2304000000,7,0.1054,6500000,4969536,38594754,2.0,red
58881799,Bandung,4,Retirement,1872000000,26,0.0643,5000000,53881799,21334036,0.3959,yellow
16542700,Jakarta Utara,3,Higher Education,80000000,10,0.1031,6000000,10542700,666667,0.0632,green
17195008,Makassar,10,Custom,188968511,20,0.0599,4200000,12995008,2089124,0.1608,green
51312421,Bali (Denpasar),8,Higher Education,80000000,12,0.0478,6500000,44812421,555556,0.0124,green
5199338,Jakarta Utara,3,Retirement,2448000000,20,0.0895,6000000,0,27063637,1.0,red
21918777,Makassar,10,Wedding,30000000,20,0.0633,4200000,17718777,331662,0.0187,green
5188587,Makassar,10,Emergency Fund,25200000,25,0.1056,4200000,988587,284454,0.2877,green
24886349,Bandung,4,Custom,234260802,30,0.0525,5000000,19886349,2812394,0.1414,green
39840214,Medan,7,Higher Education,150000000,22,0.0397,3500000,36340214,568182,0.0156,green
17417733,Surabaya,5,Property,720000000,29,0.0546,5500000,11917733,2068966,0.1736,green
6385922,Makassar,10,Education,78777991,24,0.1119,4200000,2185922,273535,0.1251,green
47729016,Jakarta Utara,3,Emergency Fund,36000000,11,0.0536,6000000,41729016,466456,0.0112,green
7499433,Jakarta Pusat,2,Retirement,3360000000,12,0.0924,7500000,0,41903314,1.0,red
10927064,Jakarta Selatan,1,Higher Education,80000000,14,0.0741,8500000,2427064,476190,0.1962,green
44736642,Jakarta Utara,3,Retirement,2400000000,7,0.0743,6000000,38736642,40202869,1.0379,red
5897036,Jakarta Utara,3,Higher Education,150000000,17,0.0865,6000000,0,735294,1.0,red
22158828,Makassar,10,Property,396000000,7,0.0897,4200000,17958828,4714286,0.2625,green
6690296,Jakarta Selatan,1,Custom,133794753,27,0.1302,8500000,0,1541719,1.0,red
5765107,Semarang,9,Higher Education,80000000,16,0.1018,3800000,1965107,416667,0.212,green
12640422,Semarang,9,Retirement,1512000000,24,0.0689,3800000,8840422,16931775,1.9153,red
19747989,Makassar,10,Wedding,80000000,15,0.09,4200000,15547989,923968,0.0594,green
17500110,Yogyakarta,6,Higher Education,120000000,10,0.081,4000000,13500110,1000000,0.0741,green
6319293,Jakarta Selatan,1,Custom,174232361,15,0.0892,8500000,0,2012314,1.0,red
24459433,Semarang,9,Education,183098849,18,0.1041,3800000,20659433,847680,0.041,green
54703286,Semarang,9,Property,382500000,9,0.0485,3800000,50903286,3541667,0.0696,green
18128065,Surabaya,5,Retirement,540000000,24,0.1096,5500000,12628065,6047062,0.4789,yellow
5327069,Semarang,9,Retirement,684000000,4,0.09,3800000,1527069,17320964,2.0,red
7350440,Jakarta Utara,3,Higher Education,120000000,10,0.1469,6000000,1350440,1000000,0.7405,red
16326722,Jakarta Selatan,1,Retirement,720000000,25,0.1087,8500000,7826722,8127252,1.0384,red
18043713,Jakarta Selatan,1,Property,3780000000,18,0.0686,8500000,9543713,17500000,1.8337,red
7426403,Surabaya,5,Emergency Fund,33000000,17,0.0807,5500000,1926403,370768,0.1925,green
6432652,Jakarta Utara,3,Custom,68529785,12,0.1228,6000000,432652,854650,1.9754,red
13347894,Medan,7,Property,405000000,14,0.0624,3500000,9847894,2410714,0.2448,green
11881871,Semarang,9,Higher Education,200000000,17,0.1184,3800000,8081871,980392,0.1213,green
13636732,Jakarta Selatan,1,Emergency Fund,51000000,7,0.0615,8500000,5136732,854311,0.1663,green
16906176,Jakarta Pusat,2,Property,1710000000,7,0.0927,7500000,9406176,20357143,2.0,red
24458333,Medan,7,Education,145380138,4,0.1024,3500000,20958333,3028753,0.1445,green
27591679,Surabaya,5,Retirement,612000000,6,0.04,5500000,22091679,11390813,0.5156,red
19316415,Surabaya,5,Higher Education,120000000,19,0.079,5500000,13816415,526316,0.0381,green
35407661,Medan,7,Retirement,1368000000,10,0.0476,3500000,31907661,18569399,0.582,red
7336768,Medan,7,Emergency Fund,21000000,28,0.1413,3500000,3836768,245008,0.0639,green
7497018,Surabaya,5,Custom,349620244,16,0.1339,5500000,1997018,3974881,1.9904,red
5119656,Bandung,4,Custom,215327147,22,0.1375,5000000,119656,2385940,2.0,red
13429409,Makassar,10,Wedding,80000000,15,0.0817,4200000,9229409,923968,0.1001,green
28107485,Yogyakarta,6,Education,73862813,24,0.0732,4000000,24107485,256468,0.0106,green
24876679,Medan,7,Custom,294290663,19,0.0841,3500000,21376679,3261657,0.1526,green
10979309,Makassar,10,Retirement,2232000000,21,0.0827,4200000,6779309,24675669,2.0,red
6426369,Bandung,4,Property,980000000,19,0.1048,5000000,1426369,4298246,2.0,red
6982424,Semarang,9,Higher Education,200000000,7,0.0825,3800000,3182424,2380952,0.7482,red
42766363,Surabaya,5,Higher Education,80000000,10,0.071,5500000,37266363,666667,0.0179,green
20513600,Jakarta Pusat,2,Higher Education,80000000,10,0.0554,7500000,13013600,666667,0.0512,green
23391235,Jakarta Selatan,1,Property,2268000000,3,0.067,8500000,14891235,63000000,2.0,red
6059394,Surabaya,5,Emergency Fund,33000000,30,0.1057,5500000,559394,396178,0.7082,red
24297623,Bandung,4,Education,289197843,11,0.0887,5000000,19297623,2190893,0.1135,green
11594423,Jakarta Utara,3,Property,1008000000,4,0.0944,6000000,5594423,21000000,2.0,red
21137441,Medan,7,Emergency Fund,21000000,8,0.1178,3500000,17637441,323193,0.0183,green
5253586,Bali (Denpasar),8,Wedding,80000000,13,0.13,6500000,0,967000,1.0,red
5173209,Yogyakarta,6,Higher Education,80000000,17,0.116,4000000,1173209,392157,0.3343,yellow
10091059,Semarang,9,Custom,120567800,22,0.0638,3800000,6291059,1335955,0.2124,green
11599196,Semarang,9,Emergency Fund,22800000,28,0.1075,3800000,7799196,266009,0.0341,green
11135532,Jakarta Utara,3,Emergency Fund,36000000,26,0.0956,6000000,5135532,410270,0.0799,green
11971234,Bali (Denpasar),8,Higher Education,120000000,27,0.0669,6500000,5471234,370370,0.0677,green
5103308,Jakarta Pusat,2,Education,70454726,14,0.0814,7500000,0,419373,1.0,red
17750123,Medan,7,Property,405000000,29,0.1197,3500000,14250123,1163793,0.0817,green
6753530,Jakarta Selatan,1,Retirement,1368000000,26,0.1184,8500000,0,15590257,1.0,red
12963203,Medan,7,Education,120353465,12,0.1189,3500000,9463203,835788,0.0883,green
25798726,Yogyakarta,6,Custom,337555667,9,0.0309,4000000,21798726,4848700,0.2224,green
6670576,Surabaya,5,Property,720000000,27,0.1278,5500000,1170576,2222222,1.8984,red
21722916,Makassar,10,Custom,83110837,27,0.0812,4200000,17522916,957687,0.0547,green
21970253,Semarang,9,Emergency Fund,22800000,29,0.118,3800000,18170253,269678,0.0148,green
26337028,Surabaya,5,Emergency Fund,33000000,13,0.0404,5500000,20837028,398887,0.0191,green
7844658,Bandung,4,Custom,270924055,24,0.1376,5000000,2844658,3033879,1.0665,red
16164308,Makassar,10,Custom,247875531,27,0.0924,4200000,11964308,2856273,0.2387,green
16807747,Semarang,9,Wedding,80000000,29,0.0772,3800000,13007747,946238,0.0727,green
6128367,Makassar,10,Wedding,30000000,13,0.092,4200000,1928367,362625,0.188,green
15747250,Bandung,4,Higher Education,80000000,21,0.0546,5000000,10747250,317460,0.0295,green
51028633,Surabaya,5,Higher Education,120000000,20,0.0444,5500000,45528633,500000,0.011,green
7479502,Surabaya,5,Custom,464116213,15,0.1369,5500000,1979502,5360357,2.0,red
17321427,Bali (Denpasar),8,Wedding,30000000,26,0.0729,6500000,10821427,341892,0.0316,green
24277578,Makassar,10,Property,594000000,14,0.0627,4200000,20077578,3535714,0.1761,green
23576337,Surabaya,5,Property,720000000,4,0.0787,5500000,18076337,15000000,0.8298,red
6033844,Jakarta Pusat,2,Wedding,80000000,27,0.127,7500000,0,921841,1.0,red
23309440,Yogyakarta,6,Education,252747818,12,0.082,4000000,19309440,1755193,0.0909,green
15469983,Bali (Denpasar),8,Education,154658464,30,0.1152,6500000,8969983,429607,0.0479,green
28621040,Makassar,10,Retirement,1224000000,30,0.0569,4200000,24421040,14694604,0.6017,red
13986888,Medan,7,Custom,478649699,24,0.065,3500000,10486888,5360046,0.5111,red
24396043,Medan,7,Wedding,30000000,26,0.0978,3500000,20896043,341892,0.0164,green
5337012,Medan,7,Emergency Fund,21000000,30,0.1081,3500000,1837012,252113,0.1372,green
7267088,Semarang,9,Custom,77067898,17,0.113,3800000,3467088,865887,0.2497,green
7363648,Medan,7,Wedding,200000000,30,0.1101,3500000,3863648,2401079,0.6215,red
14040472,Surabaya,5,Wedding,30000000,24,0.0695,5500000,8540472,335948,0.0393,green
43060614,Bali (Denpasar),8,Higher Education,200000000,23,0.0472,6500000,36560614,724638,0.0198,green
7424505,Bandung,4,Custom,59743078,18,0.149,5000000,2424505,665643,0.2745,green
24422752,Jakarta Pusat,2,Emergency Fund,45000000,7,0.0739,7500000,16922752,753804,0.0445,green
25327459,Jakarta Selatan,1,Retirement,2040000000,19,0.0735,8500000,16827459,22609554,1.3436,red
14116437,Makassar,10,Higher Education,80000000,5,0.0646,4200000,9916437,1333333,0.1345,green
21498837,Medan,7,Property,324000000,25,0.0932,3500000,17998837,1080000,0.06,green
46062551,Jakarta Utara,3,Wedding,30000000,20,0.0666,6000000,40062551,331662,0.0083,green
11646811,Makassar,10,Education,136747330,7,0.0889,4200000,7446811,1627944,0.2186,green
38872747,Semarang,9,Retirement,4080000000,9,0.0407,3800000,35072747,58605733,1.671,red
40328898,Semarang,9,Custom,285094091,30,0.039,3800000,36528898,3422667,0.0937,green
11217861,Surabaya,5,Emergency Fund,33000000,30,0.0698,5500000,5717861,396178,0.0693,green
24194454,Jakarta Selatan,1,Higher Education,150000000,11,0.092,8500000,15694454,1136364,0.0724,green
37627462,Makassar,10,Emergency Fund,25200000,10,0.0657,4200000,33427462,342068,0.0102,green
5956998,Semarang,9,Retirement,1920000000,17,0.1393,3800000,2156998,21571937,2.0,red
7004432,Surabaya,5,Higher Education,150000000,25,0.117,5500000,1504432,500000,0.3324,yellow
20032058,Semarang,9,Wedding,30000000,11,0.1008,3800000,16232058,388713,0.0239,green
16211439,Jakarta Pusat,2,Property,1368000000,10,0.0552,7500000,8711439,11400000,1.3086,red
59247583,Yogyakarta,6,Custom,65396564,29,0.0415,4000000,55247583,773509,0.014,green
5780277,Yogyakarta,6,Higher Education,150000000,28,0.1203,4000000,1780277,446429,0.2508,green
53283136,Bandung,4,Education,97813478,14,0.0662,5000000,48283136,582223,0.0121,green
24994899,Bali (Denpasar),8,Retirement,828000000,19,0.0973,6500000,18494899,9176819,0.4962,yellow
6477355,Jakarta Selatan,1,Higher Education,150000000,11,0.0959,8500000,0,1136364,1.0,red
7980302,Semarang,9,Retirement,828000000,19,0.1365,3800000,4180302,9176819,2.0,red
14239494,Surabaya,5,Retirement,2760000000,8,0.0868,5500000,8739494,42476844,2.0,red
7024609,Surabaya,5,Higher Education,120000000,25,0.1308,5500000,1524609,400000,0.2624,green
6900044,Bandung,4,Education,211758756,11,0.1267,5000000,1900044,1604233,0.8443,red
6469019,Yogyakarta,6,Property,700000000,10,0.1462,4000000,2469019,5833333,2.0,red
24632267,Jakarta Pusat,2,Property,1710000000,25,0.1042,7500000,17132267,5700000,0.3327,yellow
6358483,Jakarta Utara,3,Retirement,2304000000,25,0.1461,6000000,358483,26007206,2.0,red
11988593,Jakarta Pusat,2,Emergency Fund,45000000,12,0.1046,7500000,4488593,561205,0.125,green
7992024,Makassar,10,Education,66001963,26,0.097,4200000,3792024,211545,0.0558,green
5682688,Jakarta Pusat,2,Education,130903242,7,0.1199,7500000,0,1558372,1.0,red
12469779,Bandung,4,Higher Education,200000000,14,0.1163,5000000,7469779,1190476,0.1594,green
17914185,Bandung,4,Custom,311011161,24,0.061,5000000,12914185,3482785,0.2697,green
11211386,Bali (Denpasar),8,Property,2640000000,29,0.0984,6500000,4711386,7586207,1.6102,red
15399982,Jakarta Pusat,2,Higher Education,150000000,24,0.0829,7500000,7899982,520833,0.0659,green
13859389,Yogyakarta,6,Higher Education,150000000,8,0.0644,4000000,9859389,1562500,0.1585,green
13865055,Bali (Denpasar),8,Higher Education,120000000,14,0.0651,6500000,7365055,714286,0.097,green
6224129,Makassar,10,Property,770000000,6,0.0966,4200000,2024129,10694444,2.0,red
48699198,Bali (Denpasar),8,Emergency Fund,39000000,12,0.0405,6500000,42199198,486378,0.0115,green
6687194,Bali (Denpasar),8,Emergency Fund,39000000,5,0.0954,6500000,187194,829583,2.0,red
6847202,Surabaya,5,Wedding,80000000,11,0.1237,5500000,1347202,1036569,0.7694,red
49326209,Jakarta Utara,3,Retirement,3480000000,29,0.076,6000000,43326209,41161356,0.95,red
5310540,Bali (Denpasar),8,Property,792000000,11,0.14,6500000,0,6000000,1.0,red
5193939,Bali (Denpasar),8,Property,1540000000,28,0.1294,6500000,0,4583333,1.0,red
7832551,Bali (Denpasar),8,Emergency Fund,39000000,3,0.1322,6500000,1332551,1254094,0.9411,red
56493095,Jakarta Selatan,1,Higher Education,80000000,30,0.0771,8500000,47993095,222222,0.0046,green
39779074,Jakarta Selatan,1,Retirement,792000000,17,0.049,8500000,31279074,8898424,0.2845,green
7208724,Jakarta Utara,3,Property,1512000000,16,0.1041,6000000,1208724,7875000,2.0,red
6549682,Medan,7,Wedding,30000000,29,0.1065,3500000,3049682,354839,0.1164,green
13710148,Medan,7,Wedding,30000000,26,0.0826,3500000,10210148,341892,0.0335,green
5689989,Medan,7,Emergency Fund,21000000,4,0.149,3500000,2189989,531784,0.2428,green
22832175,Jakarta Utara,3,Custom,386630061,16,0.1088,6000000,16832175,4395651,0.2611,green
7957303,Bandung,4,Emergency Fund,30000000,25,0.1457,5000000,2957303,338635,0.1145,green
20468637,Surabaya,5,Higher Education,200000000,15,0.0773,5500000,14968637,1111111,0.0742,green
16313478,Surabaya,5,Retirement,1224000000,22,0.0749,5500000,10813478,13562572,1.2542,red
5988299,Makassar,10,Wedding,80000000,29,0.1209,4200000,1788299,946238,0.5291,red
16287996,Makassar,10,Higher Education,80000000,8,0.1059,4200000,12087996,833333,0.0689,green
20608013,Makassar,10,Custom,461785281,17,0.0752,4200000,16408013,5188335,0.3162,yellow
5498646,Jakarta Pusat,2,Education,250566090,27,0.109,7500000,0,773352,1.0,red
13147837,Jakarta Selatan,1,Education,191612937,15,0.0669,8500000,4647837,1064516,0.229,green
7968914,Yogyakarta,6,Higher Education,120000000,8,0.1427,4000000,3968914,1250000,0.3149,yellow
19092904,Makassar,10,Retirement,1800000000,5,0.0539,4200000,14892904,38288447,2.0,red
10383314,Semarang,9,Property,765000000,13,0.0809,3800000,6583314,4903846,0.7449,red
5767817,Bandung,4,Higher Education,200000000,26,0.1219,5000000,767817,641026,0.8349,red
7649203,Bandung,4,Retirement,3600000000,10,0.0963,5000000,2649203,48866839,2.0,red
17506531,Makassar,10,Retirement,2088000000,29,0.0784,4200000,13306531,24696814,1.856,red
6666231,Yogyakarta,6,Retirement,1080000000,15,0.0914,4000000,2666231,12473569,2.0,red
6265486,Surabaya,5,Emergency Fund,33000000,12,0.1332,5500000,765486,411550,0.5376,red
6688908,Jakarta Selatan,1,Property,1512000000,4,0.1196,8500000,0,31500000,1.0,red
5583863,Semarang,9,Emergency Fund,22800000,11,0.1098,3800000,1783863,295422,0.1656,green
6800432,Bandung,4,Higher Education,80000000,17,0.0801,5000000,1800432,392157,0.2178,green
14777908,Bandung,4,Retirement,828000000,5,0.065,5000000,9777908,17612686,1.8013,red
6312827,Semarang,9,Emergency Fund,22800000,13,0.089,3800000,2512827,275595,0.1097,green
11110069,Semarang,9,Property,382500000,21,0.0586,3800000,7310069,1517857,0.2076,green
5973238,Yogyakarta,6,Custom,173385126,19,0.0842,4000000,1973238,1921647,0.9739,red
10939855,Bali (Denpasar),8,Emergency Fund,39000000,11,0.0533,6500000,4439855,505328,0.1138,green
16514022,Medan,7,Education,225474836,9,0.1037,3500000,13014022,2087730,0.1604,green
23823439,Makassar,10,Custom,157010118,8,0.0913,4200000,19623439,2416411,0.1231,green
13624942,Jakarta Selatan,1,Custom,436953137,9,0.0514,8500000,5124942,6276460,1.2247,red
14953459,Makassar,10,Retirement,1224000000,8,0.0585,4200000,10753459,18837557,1.7518,red
5305031,Bandung,4,Wedding,80000000,19,0.0929,5000000,305031,886649,2.0,red
6759400,Jakarta Selatan,1,Retirement,2304000000,26,0.1245,8500000,0,26257275,1.0,red
6422706,Semarang,9,Property,595000000,8,0.1412,3800000,2622706,6197917,2.0,red
14137605,Jakarta Pusat,2,Education,176640996,10,0.1129,7500000,6637605,1472008,0.2218,green
16699676,Medan,7,Retirement,648000000,21,0.097,3500000,13199676,7163904,0.5427,red
21984722,Medan,7,Higher Education,150000000,9,0.0724,3500000,18484722,1388889,0.0751,green
47475746,Jakarta Selatan,1,Emergency Fund,51000000,20,0.0484,8500000,38975746,563826,0.0145,green
19804441,Jakarta Pusat,2,Custom,180768040,18,0.0728,7500000,12304441,2014073,0.1637,green
5196391,Jakarta Selatan,1,Higher Education,200000000,9,0.1216,8500000,0,1851852,1.0,red
11782244,Jakarta Pusat,2,Wedding,30000000,3,0.0891,7500000,4282244,964688,0.2253,green
5272339,Medan,7,Higher Education,80000000,27,0.109,3500000,1772339,246914,0.1393,green
17995413,Medan,7,Wedding,30000000,3,0.0607,3500000,14495413,964688,0.0666,green
5353879,Semarang,9,Retirement,2088000000,13,0.1309,3800000,1553879,25238689,2.0,red
5258012,Medan,7,Retirement,2016000000,17,0.098,3500000,1758012,22650534,2.0,red
39892116,Jakarta Pusat,2,Wedding,80000000,12,0.0354,7500000,32392116,997698,0.0308,green
22506234,Jakarta Pusat,2,Emergency Fund,45000000,4,0.0569,7500000,15006234,1139537,0.0759,green
15772970,Medan,7,Property,630000000,13,0.0887,3500000,12272970,4038462,0.3291,yellow
11455294,Surabaya,5,Education,185642762,22,0.0731,5500000,5955294,703192,0.1181,green
14638143,Bandung,4,Wedding,30000000,10,0.0521,5000000,9638143,407224,0.0423,green
14380331,Jakarta Utara,3,Retirement,2448000000,14,0.0971,6000000,8380331,28850432,2.0,red
16799942,Makassar,10,Emergency Fund,25200000,21,0.118,4200000,12599942,278596,0.0221,green
13687590,Makassar,10,Higher Education,200000000,30,0.1196,4200000,9487590,555556,0.0586,green
6621101,Yogyakarta,6,Higher Education,120000000,9,0.0872,4000000,2621101,1111111,0.4239,yellow
24139107,Yogyakarta,6,Property,540000000,12,0.0621,4000000,20139107,3750000,0.1862,green
18035368,Surabaya,5,Retirement,3600000000,10,0.098,5500000,12535368,48866839,2.0,red
5893793,Jakarta Utara,3,Wedding,200000000,18,0.1292,6000000,0,2228351,1.0,red
20986755,Makassar,10,Retirement,1224000000,29,0.0797,4200000,16786755,14477442,0.8624,red
6119836,Semarang,9,Property,459000000,8,0.1172,3800000,2319836,4781250,2.0,red
6502553,Medan,7,Higher Education,150000000,15,0.1163,3500000,3002553,833333,0.2775,green
10650450,Jakarta Utara,3,Education,203112862,16,0.0774,6000000,4650450,1057879,0.2275,green
15033793,Makassar,10,Education,90458017,30,0.1144,4200000,10833793,251272,0.0232,green
7604914,Bali (Denpasar),8,Higher Education,150000000,14,0.1354,6500000,1104914,892857,0.8081,red
5589630,Jakarta Utara,3,Wedding,80000000,3,0.0966,6000000,0,2572500,1.0,red
10558843,Jakarta Selatan,1,Wedding,80000000,14,0.0587,8500000,2058843,942825,0.4579,yellow
14968769,Surabaya,5,Retirement,4080000000,20,0.082,5500000,9468769,45106061,2.0,red
6828178,Surabaya,5,Property,1120000000,4,0.1428,5500000,1328178,23333333,2.0,red
18391221,Surabaya,5,Emergency Fund,33000000,30,0.1025,5500000,12891221,396178,0.0307,green
5670718,Makassar,10,Higher Education,120000000,8,0.119,4200000,1470718,1250000,0.8499,red
7759811,Makassar,10,Higher Education,80000000,21,0.1418,4200000,3559811,317460,0.0892,green
5979471,Jakarta Utara,3,Custom,54499908,15,0.1052,6000000,0,629452,1.0,red
5268898,Jakarta Pusat,2,Education,101364677,18,0.1071,7500000,0,469281,1.0,red
32612687,Bandung,4,Custom,65711127,21,0.0711,5000000,27612687,726463,0.0263,green
17459732,Bandung,4,Emergency Fund,30000000,27,0.0761,5000000,12459732,345690,0.0277,green
18692297,Surabaya,5,Wedding,30000000,12,0.0511,5500000,13192297,374137,0.0284,green
27518719,Medan,7,Custom,454076405,7,0.0733,3500000,24018719,7606323,0.3167,yellow
15120846,Medan,7,Higher Education,150000000,17,0.0854,3500000,11620846,735294,0.0633,green
7422938,Bandung,4,Property,756000000,14,0.1041,5000000,2422938,4500000,1.8572,red
6107489,Bandung,4,Custom,363022375,30,0.0903,5000000,1107489,4358227,2.0,red
23213849,Semarang,9,Custom,433072574,15,0.0509,3800000,19413849,5001815,0.2576,green
25088002,Makassar,10,Wedding,30000000,5,0.0574,4200000,20888002,638141,0.0306,green
10178296,Yogyakarta,6,Education,105071542,24,0.0716,4000000,6178296,364832,0.0591,green
56293891,Jakarta Utara,3,Emergency Fund,36000000,13,0.0536,6000000,50293891,435150,0.0087,green
29947504,Jakarta Selatan,1,Education,239637687,28,0.0496,8500000,21447504,713207,0.0333,green
14832916,Jakarta Pusat,2,Wedding,200000000,16,0.1097,7500000,7332916,2273828,0.3101,yellow
24296378,Jakarta Pusat,2,Wedding,200000000,7,0.092,7500000,16796378,3350239,0.1995,green
5747834,Semarang,9,Education,255164443,11,0.0859,3800000,1947834,1933064,0.9924,red
18024399,Makassar,10,Retirement,972000000,20,0.1096,4200000,13824399,10745856,0.7773,red
5733537,Medan,7,Wedding,200000000,6,0.1096,3500000,2233537,3722488,1.6666,red
44126578,Bandung,4,Higher Education,150000000,11,0.0543,5000000,39126578,1136364,0.029,green
10550940,Jakarta Pusat,2,Higher Education,200000000,4,0.1039,7500000,3050940,4166667,1.3657,red
59996187,Yogyakarta,6,Higher Education,200000000,22,0.0663,4000000,55996187,757576,0.0135,green
7191339,Medan,7,Property,324000000,17,0.1199,3500000,3691339,1588235,0.4303,yellow
7441484,Bandung,4,Emergency Fund,30000000,9,0.1172,5000000,2441484,430925,0.1765,green
7701319,Medan,7,Property,324000000,17,0.1186,3500000,4201319,1588235,0.378,yellow
45757010,Surabaya,5,Retirement,2280000000,23,0.0513,5500000,40257010,25373457,0.6303,red
21678599,Bali (Denpasar),8,Wedding,30000000,16,0.0628,6500000,15178599,341074,0.0225,green
22558445,Surabaya,5,Retirement,1296000000,8,0.1124,5500000,17058445,19945648,1.1693,red
